7.49933 0.099997 0.05
7.49733 0.199976 0.1
7.494 0.29992 0.15
7.48934 0.39981 0.2
7.48334 0.49963 0.25
7.47601 0.59936 0.3
7.46736 0.698984 0.35
7.45737 0.798484 0.4
7.44606 0.897842 0.45
7.43343 0.99704 0.5
7.41948 1.09606 0.55
7.4042 1.19489 0.6
7.38762 1.2935 0.65
7.36971 1.39188 0.7
7.3505 1.49002 0.75
7.32998 1.58789 0.8
7.30816 1.68548 0.85
7.28503 1.78277 0.9
7.26062 1.87974 0.95
7.23491 1.97638 1
7.20792 2.07267 1.05
7.17964 2.16859 1.1
7.15009 2.26412 1.15
7.11927 2.35925 1.2
7.08718 2.45396 1.25
7.05383 2.54823 1.3
7.01923 2.64206 1.35
6.98338 2.73541 1.4
6.94628 2.82827 1.45
6.90796 2.92064 1.5
6.8684 3.01248 1.55
6.82763 3.10379 1.6
6.78564 3.19455 1.65
6.74244 3.28473 1.7
6.69805 3.37434 1.75
6.65246 3.46334 1.8
6.60569 3.55173 1.85
6.55775 3.63949 1.9
6.50864 3.7266 1.95
6.45838 3.81305 2
6.40697 3.89882 2.05
6.35441 3.9839 2.1
6.30073 4.06827 2.15
6.24593 4.15191 2.2
6.19002 4.23482 2.25
6.133 4.31697 2.3
6.0749 4.39836 2.35
6.01572 4.47897 2.4
5.95547 4.55877 2.45
5.89415 4.63777 2.5
5.8318 4.71595 2.55
5.7684 4.79328 2.6
5.70398 4.86977 2.65
5.63854 4.94539 2.7
5.57211 5.02012 2.75
5.50468 5.09397 2.8
5.43627 5.16691 2.85
5.3669 5.23893 2.9
5.29657 5.31002 2.95
5.2253 5.38017 3
5.1531 5.44936 3.05
5.07999 5.51758 3.1
5.00597 5.58482 3.15
4.93106 5.65107 3.2
4.85528 5.71631 3.25
4.77863 5.78054 3.3
4.70114 5.84374 3.35
4.62281 5.9059 3.4
4.54365 5.96701 3.45
4.46369 6.02706 3.5
4.38293 6.08604 3.55
4.3014 6.14394 3.6
4.2191 6.20074 3.65
4.13605 6.25644 3.7
4.05227 6.31103 3.75
3.96776 6.3645 3.8
3.88255 6.41684 3.85
3.79665 6.46803 3.9
3.71008 6.51808 3.95
3.62284 6.56696 4
3.53496 6.61468 4.05
3.44646 6.66123 4.1
3.35734 6.70659 4.15
3.26762 6.75075 4.2
3.17732 6.79372 4.25
3.08646 6.83548 4.3
2.99505 6.87602 4.35
2.9031 6.91534 4.4
2.81064 6.95344 4.45
2.71768 6.99029 4.5
2.62424 7.02591 4.55
2.53033 7.06027 4.6
2.43597 7.09338 4.65
2.34118 7.12523 4.7
2.24597 7.15581 4.75
2.15036 7.18512 4.8
2.05437 7.21315 4.85
1.95802 7.2399 4.9
1.86132 7.26536 4.95
1.76428 7.28953 5
1.66693 7.31241 5.05
1.56929 7.33398 5.1
1.47137 7.35426 5.15
1.37318 7.37322 5.2
1.27475 7.39087 5.25
1.1761 7.40721 5.3
1.07723 7.42223 5.35
0.978178 7.43594 5.4
0.878948 7.44832 5.45
0.779562 7.45938 5.5
0.680037 7.46911 5.55
0.580392 7.47751 5.6
0.480643 7.48458 5.65
0.380809 7.49033 5.7
0.280907 7.49474 5.75
0.180955 7.49782 5.8
0.0809709 7.49956 5.85
-0.0190275 7.49998 5.9
-0.119023 7.49906 5.95
-0.218996 7.4968 6
-0.318931 7.49322 6.05
-0.41881 7.4883 6.1
-0.518613 7.48205 6.15
-0.618325 7.47447 6.2
-0.717927 7.46556 6.25
-0.817401 7.45532 6.3
-0.916729 7.44376 6.35
-1.0159 7.43088 6.4
-1.11488 7.41667 6.45
-1.21367 7.40115 6.5
-1.31224 7.38431 6.55
-1.41058 7.36616 6.6
-1.50866 7.3467 6.65
-1.60648 7.32593 6.7
-1.70402 7.30386 6.75
-1.80125 7.28049 6.8
-1.89816 7.25583 6.85
-1.99473 7.22987 6.9
-2.09095 7.20263 6.95
-2.18679 7.17412 7
-2.28225 7.14432 7.05
-2.3773 7.11326 7.1
-2.47193 7.08093 7.15
-2.56612 7.04734 7.2
-2.65986 7.0125 7.25
-2.75312 6.97641 7.3
-2.84589 6.93909 7.35
-2.93815 6.90053 7.4
-3.0299 6.86074 7.45
-3.1211 6.81973 7.5
-3.21175 6.77751 7.55
-3.30183 6.73409 7.6
-3.39132 6.68946 7.65
-3.48021 6.64365 7.7
-3.56848 6.59666 7.75
-3.65612 6.5485 7.8
-3.7431 6.49917 7.85
-3.82942 6.44868 7.9
-3.91506 6.39705 7.95
-4 6.34429 8
-4.08424 6.29039 8.05
-4.16774 6.23538 8.1
-4.25051 6.17925 8.15
-4.33252 6.12203 8.2
-4.41376 6.06372 8.25
-4.49421 6.00434 8.3
-4.57387 5.94388 8.35
-4.65271 5.88237 8.4
-4.73073 5.81981 8.45
-4.8079 5.75622 8.5
-4.88422 5.69161 8.55
-4.95967 5.62598 8.6
-5.03424 5.55935 8.65
-5.10792 5.49174 8.7
-5.18069 5.42314 8.75
-5.25253 5.35359 8.8
-5.32344 5.28308 8.85
-5.39341 5.21163 8.9
-5.46242 5.13926 8.95
-5.53045 5.06597 9
-5.59751 4.99179 9.05
-5.66356 4.91671 9.1
-5.72861 4.84076 9.15
-5.79265 4.76395 9.2
-5.85565 4.6863 9.25
-5.91761 4.60781 9.3
-5.97852 4.5285 9.35
-6.03837 4.44838 9.4
-6.09714 4.36748 9.45
-6.15483 4.2858 9.5
-6.21142 4.20336 9.55
-6.26692 4.12017 9.6
-6.32129 4.03624 9.65
-6.37455 3.9516 9.7
-6.42667 3.86626 9.75
-6.47764 3.78023 9.8
-6.52747 3.69353 9.85
-6.57613 3.60617 9.9
-6.62363 3.51817 9.95
-6.66995 3.42954 10
-6.71508 3.34031 10.05
-6.75902 3.25048 10.1
-6.80176 3.16007 10.15
-6.84329 3.06911 10.2
-6.8836 2.97759 10.25
-6.92269 2.88555 10.3
-6.96055 2.79299 10.35
-6.99717 2.69994 10.4
-7.03254 2.60641 10.45
-7.06667 2.51241 10.5
-7.09954 2.41797 10.55
-7.13114 2.3231 10.6
-7.16148 2.22781 10.65
-7.19055 2.13213 10.7
-7.21834 2.03607 10.75
-7.24484 1.93965 10.8
-7.27006 1.84288 10.85
-7.29399 1.74578 10.9
-7.31661 1.64838 10.95
-7.33794 1.55068 11
-7.35797 1.4527 11.05
-7.37668 1.35447 11.1
-7.39408 1.256 11.15
-7.41017 1.1573 11.2
-7.42494 1.0584 11.25
-7.4384 0.95931 11.3
-7.45052 0.860049 11.35
-7.46133 0.760635 11.4
-7.47081 0.661086 11.45
-7.47896 0.561419 11.5
-7.48578 0.461653 11.55
-7.49127 0.361804 11.6
-7.49543 0.261892 11.65
-7.49825 0.161932 11.7
-7.49974 0.0619442 11.75
-7.4999 -0.0380549 11.8
-7.49873 -0.138047 11.85
-7.49622 -0.238015 11.9
-7.49238 -0.337941 11.95
-7.48721 -0.437806 12
-7.48071 -0.537594 12.05
-7.47288 -0.637286 12.1
-7.46371 -0.736864 12.15
-7.45323 -0.836312 12.2
-7.44141 -0.935611 12.25
-7.42828 -1.03474 12.3
-7.41382 -1.13369 12.35
-7.39805 -1.23244 12.4
-7.38096 -1.33097 12.45
-7.36256 -1.42926 12.5
-7.34284 -1.5273 12.55
-7.32183 -1.62506 12.6
-7.29951 -1.72254 12.65
-7.2759 -1.81971 12.7
-7.25099 -1.91656 12.75
-7.22479 -2.01306 12.8
-7.19731 -2.10921 12.85
-7.16854 -2.20499 12.9
-7.13851 -2.30037 12.95
-7.1072 -2.39534 13
-7.07463 -2.48989 13.05
-7.04081 -2.58399 13.1
-7.00573 -2.67764 13.15
-6.96941 -2.77081 13.2
-6.93184 -2.86348 13.25
-6.89305 -2.95565 13.3
-6.85303 -3.04729 13.35
-6.81179 -3.13839 13.4
-6.76934 -3.22894 13.45
-6.72569 -3.3189 13.5
-6.68084 -3.40828 13.55
-6.6348 -3.49705 13.6
-6.58759 -3.5852 13.65
-6.5392 -3.67272 13.7
-6.48965 -3.75958 13.75
-6.43895 -3.84577 13.8
-6.3871 -3.93128 13.85
-6.33412 -4.01609 13.9
-6.28001 -4.10018 13.95
-6.22478 -4.18355 14
-6.16845 -4.26617 14.05
-6.11102 -4.34804 14.1
-6.05251 -4.42913 14.15
-5.99291 -4.50943 14.2
-5.93226 -4.58893 14.25
-5.87055 -4.66762 14.3
-5.80779 -4.74548 14.35
-5.744 -4.82249 14.4
-5.6792 -4.89865 14.45
-5.61338 -4.97393 14.5
-5.54656 -5.04833 14.55
-5.47876 -5.12184 14.6
-5.40998 -5.19443 14.65
-5.34025 -5.2661 14.7
-5.26956 -5.33683 14.75
-5.19793 -5.40661 14.8
-5.12539 -5.47544 14.85
-5.05193 -5.54329 14.9
-4.97757 -5.61015 14.95
-4.90233 -5.67602 15
-4.82621 -5.74088 15.05
-4.74924 -5.80471 15.1
-4.67143 -5.86752 15.15
-4.59278 -5.92928 15.2
-4.51332 -5.98999 15.25
-4.43305 -6.04963 15.3
-4.352 -6.1082 15.35
-4.27017 -6.16568 15.4
-4.18758 -6.22207 15.45
-4.10425 -6.27735 15.5
-4.02019 -6.33151 15.55
-3.93542 -6.38455 15.6
-3.84994 -6.43645 15.65
-3.76378 -6.48721 15.7
-3.67696 -6.53682 15.75
-3.58947 -6.58526 15.8
-3.50135 -6.63253 15.85
-3.41261 -6.67863 15.9
-3.32326 -6.72354 15.95
-3.23332 -6.76725 16
-3.14281 -6.80975 16.05
-3.05173 -6.85105 16.1
-2.96012 -6.89113 16.15
-2.86798 -6.92999 16.2
-2.77532 -6.96761 16.25
-2.68218 -7.00399 16.3
-2.58856 -7.03913 16.35
-2.49447 -7.07302 16.4
-2.39995 -7.10565 16.45
-2.305 -7.13702 16.5
-2.20963 -7.16711 16.55
-2.11388 -7.19594 16.6
-2.01775 -7.22348 16.65
-1.92126 -7.24974 16.7
-1.82443 -7.27471 16.75
